作品ID,作品名,作品名読み,分類番号,文字遣い種別,人物ID,姓,名,姓読み,名読み,テキストファイルURL,XHTML/HTMLファイルURL
001146,クララの出家,クララのしゅっけ,NDC 913,新字新仮名,000025,有島,武郎,ありしま,たけお,https://www.aozora.gr.jp/cards/000025/files/1146_ruby_5163.zip,https://www.aozora.gr.jp/cards/000025/files/1146_19525.html
001053,碁石を呑んだ八っちゃん,ごいしをのんだやっちゃん,NDC K913,新字新仮名,000025,有島,武郎,ありしま,たけお,https://www.aozora.gr.jp/cards/000025/files/1053_ruby_20454.zip,https://www.aozora.gr.jp/cards/000025/files/1053_20455.html
000216,星座,せいざ,NDC 913,新字新仮名,000025,有島,武郎,ありしま,たけお,https://www.aozora.gr.jp/cards/000025/files/216_ruby_20489.zip,https://www.aozora.gr.jp/cards/000025/files/216_20490.html
000206,小さき者へ,ちいさきものへ,NDC 913,新字新仮名,000025,有島,武郎,ありしま,たけお,https://www.aozora.gr.jp/cards/000025/files/206_ruby_20462.zip,https://www.aozora.gr.jp/cards/000025/files/206_20463.html
004994,燕と王子,つばめとおうじ,NDC 913,新字新仮名,000025,有島,武郎,ありしま,たけお,https://www.aozora.gr.jp/cards/000025/files/4994_ruby_11022.zip,https://www.aozora.gr.jp/cards/000025/files/4994_11108.html
000209,卑怯者,ひきょうもの,NDC 913,新字新仮名,000025,有島,武郎,ありしま,たけお,https://www.aozora.gr.jp/cards/000025/files/209_ruby_20464.zip,https://www.aozora.gr.jp/cards/000025/files/209_20465.html
000211,一房の葡萄,ひとふさのぶどう,NDC K913,新字新仮名,000025,有島,武郎,ありしま,たけお,https://www.aozora.gr.jp/cards/000025/files/211_ruby_20471.zip,https://www.aozora.gr.jp/cards/000025/files/211_20472.html
000203,僕の帽子のお話,ぼくのぼうしのおはなし,NDC K913,新字新仮名,000025,有島,武郎,ありしま,たけお,https://www.aozora.gr.jp/cards/000025/files/203_ruby_20491.zip,https://www.aozora.gr.jp/cards/000025/files/203_20492.html
049202,「ああしんど」,「ああしんど」,NDC 913,新字新仮名,001351,池田,蕉園,いけだ,しょうえん,https://www.aozora.gr.jp/cards/001351/files/49202_ruby_32152.zip,https://www.aozora.gr.jp/cards/001351/files/49202_33049.html
049203,夜釣の怪,よづりのかい,NDC 913,新字新仮名,001352,池田,輝方,いけだ,てるかた,https://www.aozora.gr.jp/cards/001352/files/49203_ruby_32153.zip,https://www.aozora.gr.jp/cards/001352/files/49203_33043.html
055988,忠僕,ちゅうぼく,NDC 913,新字新仮名,000398,池谷,信三郎,いけたに,しんざぶろう,https://www.aozora.gr.jp/cards/000398/files/55988_ruby_55574.zip,https://www.aozora.gr.jp/cards/000398/files/55988_55621.html
004089,橋,はし,NDC 913,新字新仮名,000398,池谷,信三郎,いけたに,しんざぶろう,https://www.aozora.gr.jp/cards/000398/files/4089_ruby_6972.zip,https://www.aozora.gr.jp/cards/000398/files/4089_9314.html
043031,一利己主義者と友人との対話,いちりこしゅぎしゃとゆうじんとのたいわ,NDC 913,新字新仮名,000153,石川,啄木,いしかわ,たくぼく,https://www.aozora.gr.jp/cards/000153/files/43031_ruby_16275.zip,https://www.aozora.gr.jp/cards/000153/files/43031_16331.html
043070,火星の芝居,かせいのしばい,NDC 913,新字新仮名,000153,石川,啄木,いしかわ,たくぼく,https://www.aozora.gr.jp/cards/000153/files/43070_ruby_16276.zip,https://www.aozora.gr.jp/cards/000153/files/43070_16332.html
056878,桃太郎,ももたろう,NDC 913,新字新仮名,001813,石塚,浩之,いしづか,ひろゆき,https://www.aozora.gr.jp/cards/001813/files/56878_txt_57842.zip,https://www.aozora.gr.jp/cards/001813/files/56878_57891.html
056877,ＵＶ,ユーブイ,NDC 913,新字新仮名,001813,石塚,浩之,いしづか,ひろゆき,https://www.aozora.gr.jp/cards/001813/files/56877_txt_59111.zip,https://www.aozora.gr.jp/cards/001813/files/56877_59112.html
004563,悪獣篇,あくじゅうへん,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/4563_ruby_24563.zip,https://www.aozora.gr.jp/cards/000050/files/4563_24909.html
048385,霰ふる,あられふる,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/48385_ruby_57442.zip,https://www.aozora.gr.jp/cards/000050/files/48385_57479.html
050102,活人形,いきにんぎょう,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/50102_ruby_52741.zip,https://www.aozora.gr.jp/cards/000050/files/50102_52784.html
048386,遺稿,いこう,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/48386_ruby_60866.zip,https://www.aozora.gr.jp/cards/000050/files/48386_60908.html
004562,伊勢之巻,いせのまき,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/4562_ruby_21558.zip,https://www.aozora.gr.jp/cards/000050/files/4562_21652.html
003663,薄紅梅,うすこうばい,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3663_ruby_32332.zip,https://www.aozora.gr.jp/cards/000050/files/3663_33334.html
003587,歌行灯,うたあんどん,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3587_ruby_5923.zip,https://www.aozora.gr.jp/cards/000050/files/3587_19541.html
003653,唄立山心中一曲,うたのたてやましんじゅういっきょく,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3653_ruby_25970.zip,https://www.aozora.gr.jp/cards/000050/files/3653_26096.html
003647,海の使者,うみのししゃ,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3647_ruby_32808.zip,https://www.aozora.gr.jp/cards/000050/files/3647_33653.html
048328,瓜の涙,うりのなみだ,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/48328_ruby_33824.zip,https://www.aozora.gr.jp/cards/000050/files/48328_34401.html
003664,縁結び,えんむすび,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3664_ruby_20580.zip,https://www.aozora.gr.jp/cards/000050/files/3664_20581.html
003649,女客,おんなきゃく,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3649_ruby_12255.zip,https://www.aozora.gr.jp/cards/000050/files/3649_12116.html
001087,婦系図,おんなけいず,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/1087_ruby_4443.zip,https://www.aozora.gr.jp/cards/000050/files/1087_34456.html
004870,怨霊借用,おんりょうしゃくよう,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/4870_ruby_12166.zip,https://www.aozora.gr.jp/cards/000050/files/4870_12167.html
001178,海異記,かいいき,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/1178_ruby_23158.zip,https://www.aozora.gr.jp/cards/000050/files/1178_23555.html
057475,海城発電,かいじょうはつでん,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/57475_ruby_59576.zip,https://www.aozora.gr.jp/cards/000050/files/57475_59618.html
003315,貝の穴に河童の居る事,かいのあなにかっぱのいること,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3315_ruby_19573.zip,https://www.aozora.gr.jp/cards/000050/files/3315_19574.html
003661,開扉一妖帖,かいひいちようちょう,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3661_ruby_22277.zip,https://www.aozora.gr.jp/cards/000050/files/3661_22422.html
003651,陽炎座,かげろうざ,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3651_ruby_25794.zip,https://www.aozora.gr.jp/cards/000050/files/3651_26098.html
048390,葛飾砂子,かつしかすなご,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/48390_ruby_34811.zip,https://www.aozora.gr.jp/cards/000050/files/48390_35164.html
048392,河伯令嬢,かはくれいじょう,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/48392_ruby_43520.zip,https://www.aozora.gr.jp/cards/000050/files/48392_44380.html
003652,革鞄の怪,かばんのかい,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3652_ruby_25795.zip,https://www.aozora.gr.jp/cards/000050/files/3652_26094.html
048396,菊あわせ,きくあわせ,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/48396_ruby_57445.zip,https://www.aozora.gr.jp/cards/000050/files/48396_57482.html
000363,義血侠血,ぎけつきょうけつ,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/363_ruby_2654.zip,https://www.aozora.gr.jp/cards/000050/files/363_20915.html
048402,甲乙,きのえきのと,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/48402_ruby_62510.zip,https://www.aozora.gr.jp/cards/000050/files/48402_62552.html
003547,木の子説法,きのこせっぽう,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3547_ruby_19575.zip,https://www.aozora.gr.jp/cards/000050/files/3547_19576.html
003657,茸の舞姫,きのこのまいひめ,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3657_ruby_26022.zip,https://www.aozora.gr.jp/cards/000050/files/3657_26095.html
050105,金時計,きんどけい,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/50105_ruby_54181.zip,https://www.aozora.gr.jp/cards/000050/files/50105_54220.html
003586,草迷宮,くさめいきゅう,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3586_ruby_12102.zip,https://www.aozora.gr.jp/cards/000050/files/3586_12103.html
000529,国貞えがく,くにさだえがく,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/529_ruby_20652.zip,https://www.aozora.gr.jp/cards/000050/files/529_20653.html
048398,黒壁,くろかべ,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/48398_ruby_56927.zip,https://www.aozora.gr.jp/cards/000050/files/48398_56973.html
004635,黒百合,くろゆり,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/4635_ruby_17984.zip,https://www.aozora.gr.jp/cards/000050/files/4635_18082.html
000360,外科室,げかしつ,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/360_ruby_434.zip,https://www.aozora.gr.jp/cards/000050/files/360_19397.html
004997,化鳥,けちょう,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/4997_ruby_12168.zip,https://www.aozora.gr.jp/cards/000050/files/4997_12169.html
000521,高野聖,こうやひじり,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/521_ruby_20582.zip,https://www.aozora.gr.jp/cards/000050/files/521_20583.html
057476,木精（三尺角拾遺）,こだま（さんじゃくかくしゅうい）,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/57476_ruby_59419.zip,https://www.aozora.gr.jp/cards/000050/files/57476_59459.html
003551,小春の狐,こはるのきつね,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3551_ruby_12121.zip,https://www.aozora.gr.jp/cards/000050/files/3551_12122.html
003654,菎蒻本,こんにゃくぼん,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3654_ruby_26023.zip,https://www.aozora.gr.jp/cards/000050/files/3654_26092.html
057477,三尺角,さんじゃくかく,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/57477_ruby_59418.zip,https://www.aozora.gr.jp/cards/000050/files/57477_59458.html
048400,三枚続,さんまいつづき,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/48400_ruby_47126.zip,https://www.aozora.gr.jp/cards/000050/files/48400_47272.html
048405,式部小路,しきぶこうじ,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/48405_ruby_47488.zip,https://www.aozora.gr.jp/cards/000050/files/48405_47842.html
001177,朱日記,しゅにっき,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/1177_ruby_20392.zip,https://www.aozora.gr.jp/cards/000050/files/1177_20567.html
002296,春昼,しゅんちゅう　,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/2296_ruby_23389.zip,https://www.aozora.gr.jp/cards/000050/files/2296_23810.html
046532,春昼後刻,しゅんちゅうごこく,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/46532_ruby_23811.zip,https://www.aozora.gr.jp/cards/000050/files/46532_23812.html
003656,白金之絵図,しろがねのえず,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3656_ruby_26029.zip,https://www.aozora.gr.jp/cards/000050/files/3656_26097.html
048330,白花の朝顔,しろばなのあさがお,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/48330_ruby_45531.zip,https://www.aozora.gr.jp/cards/000050/files/48330_45584.html
003660,神鷺之巻,しんろのまき,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3660_ruby_22278.zip,https://www.aozora.gr.jp/cards/000050/files/3660_22421.html
048393,清心庵,せいしんあん,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/48393_ruby_34402.zip,https://www.aozora.gr.jp/cards/000050/files/48393_34760.html
004559,政談十二社,せいだんじゅうにそう,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/4559_ruby_26032.zip,https://www.aozora.gr.jp/cards/000050/files/4559_26238.html
043224,雪霊記事,せつれいきじ,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/43224_ruby_19893.zip,https://www.aozora.gr.jp/cards/000050/files/43224_20150.html
043225,雪霊続記,せつれいぞくき,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/43225_ruby_19894.zip,https://www.aozora.gr.jp/cards/000050/files/43225_20152.html
003655,第二菎蒻本,だいにこんにゃくぼん,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3655_ruby_26024.zip,https://www.aozora.gr.jp/cards/000050/files/3655_26093.html
048331,誓之巻,ちかいのまき,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/48331_ruby_32553.zip,https://www.aozora.gr.jp/cards/000050/files/48331_33338.html
048408,註文帳,ちゅうもんちょう,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/48408_ruby_34812.zip,https://www.aozora.gr.jp/cards/000050/files/48408_35165.html
047337,一寸怪,ちょいとあやし,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/47337_ruby_28455.zip,https://www.aozora.gr.jp/cards/000050/files/47337_28598.html
004561,照葉狂言,てりはきょうげん,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/4561_ruby_50410.zip,https://www.aozora.gr.jp/cards/000050/files/4561_50802.html
003659,灯明之巻,とうみょうのまき,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3659_ruby_22279.zip,https://www.aozora.gr.jp/cards/000050/files/3659_22420.html
045755,取舵,とりかじ,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/45755_ruby_24031.zip,https://www.aozora.gr.jp/cards/000050/files/45755_24359.html
003658,南地心中,なんちしんじゅう,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/3658_ruby_24151.zip,https://www.aozora.gr.jp/cards/000050/files/3658_24699.html
004565,日本橋,にほんばし,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/4565_ruby_57437.zip,https://www.aozora.gr.jp/cards/000050/files/4565_57474.html
004742,沼夫人,ぬまふじん,NDC 913,新字新仮名,000050,泉,鏡花,いずみ,きょうか,https://www.aozora.gr.jp/cards/000050/files/4742_ruby_42481.zip,https://www.aozora.gr.jp/cards/000050/files/4742_42546.html
