書誌ID	タイトル	副題	巻号	責任表示	出版者	出版年	ISBN	判型	ページ数	ジャンル1	ジャンル2	ジャンル3	ジャンル4	責任表示ID
BK_20024255	ぼくの父、陳建民	｢鉄人｣が｢神様｣への思いをつづる		陳建一|著	大和書房	1999	4479790519	20cm	220	2 歴史	289	0095		00130524
BK_20024311	評伝長谷川時雨			岩橋邦枝|著	講談社	1999	4061976877	16cm	365	9 文学	910	0195		00023503
BK_20024376	ウィルキー・コリンズ傑作選		第3巻	ウィルキー・コリンズ|著;小池滋|訳	臨川書店	1999	4653036233	20cm	211	9 文学	933	0397		00436393;00034223
BK_20024421	海底空母イー400号	長編シミュレーション小説	初陣編	檜山良昭|著	光文社	1999	4334073654	18cm	289	9 文学	913	0293		00011954
BK_20024516	日本医療保険制度史			吉原健二，和田勝|著	東洋経済新報社	1999	4492700587	22cm	625	3 社会科学	364	3033		00136695;00660541
BK_20025421	戦後責任論			高橋哲哉|著	講談社	1999	4062093618	20cm	258	3 社会科学	319	0020		00171346
BK_20025426	これがぼくらの五体満足			先天性四肢障害児父母の会|編著	三省堂	1999	4385358893	20cm	246	3 社会科学	369	0077		00299790
BK_20025448	風邪に勝つ本			臼田篤伸|著	ローカス;角川書店(発売)	2000	489814067X	21cm	223	4 自然科学	493	0047		00373761
BK_20025599	好きな人がいる君へ	嘘みたいにうまくいく恋の法則		永尾カルビ|著	大和書房	1999	4479681337	19cm	173	1 哲学	159	0095		00170681
BK_20025701	よくわかる児童買春・児童ポルノ禁止法			森山眞弓|編著	ぎょうせい	1999	4324060401	21cm	198	3 社会科学	326	2032		00047815
BK_20025793	仁木兄妹長篇全集	雄太郎・悦子の全事件	2(冬・春の巻)	仁木悦子|著	出版芸術社	1999	4882931796	20cm	350	9 文学	913	0093		00054552
BK_20026082	瀬戸内を泳ぐ魚のように		下	雲井瑠璃|著	草思社	2000	4794209347	20cm	246	9 文学	913	0095		00795170
BK_20026211	伊東家の食卓裏ワザ大全集		続(2000年版)		日本テレビ放送網	2000	4820397397	19cm	252	5 技術・工学	590	0076		
BK_20026212	駅の旅		その2	種村直樹|著	自由国民社	2000	4426879027	19cm	307	2 歴史	291	0026		00082320
BK_20026265	槍ヶ岳幻の追跡	長編山岳推理小説		梓林太郎|著	光文社	1999	4334073689	18cm	216	9 文学	913	0293		00115352
BK_20026516	社会福祉士・介護福祉士の仕事がわかる本			法学書院編集部|編	法学書院	1999	4587618365	19cm	236	3 社会科学	369	2036		00258343
BK_20026520	親鸞	決定版		吉本隆明|著	春秋社	1999	4393331842	21cm	379	1 哲学	188	0095		00097630
BK_20026582	コラムの冒険	エンタテインメント時評1992～95		小林信彦|著	新潮社	2000	4101158363	16cm	306	7 芸術・美術	778	0195		00033290
BK_20026583	わからなくなってきました			宮沢章夫|著	新潮社	2000	4101463220	16cm	327	9 文学	914	0195		00199046
BK_20027059	食品工場で学ぶ遊ぶ	工場見学ガイド　関東編		流通サービス新聞|編	日刊工業新聞社	1999	4526044741	19cm	171	2 歴史	291	3034		00377876
BK_20027411	インターネット｢力｣を磨く本			原野守弘|著	ソフトバンクパブリッシング	1999	4797311819	19cm	239	5 技術・工学	547	0055		00692028
BK_20027448	神になる科学者たち	21世紀科学文明の危機		上岡義雄|著	日本経済新聞社	1999	4532147980	20cm	340	4 自然科学	401	3040		00795160
BK_20027680	母性とメンタルヘルス			I.F.ブロッキントン|著;岡野禎治|監訳;長谷川雅美|ほか共訳	日本評論社	1999	4535560579	22cm	405	4 自然科学	493	3011		00463802;00796008;00796009
BK_20027800	アメリカエッセイ傑作選		2000	シンシア・オージック|編;東眞理子|ほか訳	DHC	1999	4887241739	19cm	417	9 文学	934	0098		00472636;00697171
BK_20027815	妖魔をよぶ街		上	テリー・ブルックス|著;井辻朱美|訳	早川書房	1999	4150202680	16cm	333	9 文学	933	0197		00463836;00116098
BK_20027861	アメリカ短編小説傑作選		2000	ギャリソン・キロワー|編;浦谷計子|ほか訳	DHC	1999	4887241720	19cm	441	9 文学	933	0097		00469385;00796739
BK_20027932	愛をめぐる冒険			山口洋子|著	集英社	1999	4087471330	16cm	283	9 文学	913	0195		00092859
BK_20027933	北辰群盗録			佐々木譲|著	集英社	1999	4087471349	16cm	443	9 文学	913	0193		00113537
BK_20028014	1946-1999売れたものアルバム			Media View|編著	東京書籍	2000	4487795222	19cm	337	2 歴史	210	0033		00796001
BK_20028031	石牟礼道子	椿の海の記		石牟礼道子|著	日本図書センター	1999	4820557645	20cm	261	9 文学	914	0323		00021548
BK_20028040	沢村貞子	貝のうた		沢村貞子|著	日本図書センター	1999	4820557734	20cm	283	7 芸術・美術	778	0323		00069195
BK_20028079	美智子さま心にひびく愛の言葉	…そのとき、こうおっしゃられた		浜尾実|著	青春出版社	2000	4413031709	20cm	208	2 歴史	288	0095		00006777
BK_20028083	へなへな日記			中野翠|著	毎日新聞社	1999	4620313998	20cm	315	0 総記	049	0095		00140554
BK_20028100	生成文法がわかる本			町田健|著	研究社出版	2000	4327376809	21cm	208	8 言語	801	0082		00203474
BK_20028348	土壌・地下水汚染の実態とその対策			日本地盤環境浄化推進協議会|監修	オーム社	2000	4274024210	21cm	158	5 技術・工学	519	3050		00796103
BK_20028360	息子、娘に頼らず老後を楽しく生きる法	子どもに負担をかけないあてにしない暮らし方		森毅|監修	中経出版	2000	4806112771	21cm	311	3 社会科学	367	0030		00046995
BK_20028385	明日も林檎の樹の下で			片山良子|著	暮しの手帖社	1999	4766000633	21cm	307	0 総記	049	0095		00413266
BK_20028416	きりきりかんかん			阿川佐和子|著	文藝春秋	2000	4167435071	16cm	301	0 総記	049	0195		00174423
BK_20028424	よくわかるアパレル業界			繊研新聞社編集局|著	日本実業出版社	1999	4534030223	19cm	260	5 技術・工学	589	0034		00299701
BK_20028513	志士と官僚	明治を｢創業｣した人びと		佐々木克|著	講談社	2000	4061594168	15cm	324	2 歴史	210	0121		00067512
BK_20029038	この世の時間すべて			リズ・ニクルス|著;大野晶子|訳	ソニー・マガジンズ	1999	4789714969	20cm	285	9 文学	933	0097		00515247;00656737
BK_20029196	雪より白い鳥			立松和平|作;上田朱|絵	フレーベル館	1999	4577701812	22cm	152	分類なし		8393		00108132;00189579
BK_20029337	山妣		上巻	坂東眞砂子|著	新潮社	2000	4101323224	15cm	503	9 文学	913	0193		00156530
BK_20029399	スタイリストになるには			武藤直路|著	ぺりかん社	2000	4831509035	19cm	124	5 技術・工学	593	0076		00143379
BK_20029476	2台目からのパソコンLAN	このとおりやればすぐできる！！　接続+ファィルのやりとり		田口美帆|著	技術評論社	2000	4774109266	21cm	239	5 技術・工学	547	3055		00683267
BK_20029616	ダブル・シークレット			C.ビクター|著;田村達子|訳	講談社	2000	406264777X	15cm	398	9 文学	933	0197		00678610;00356019
BK_20029628	安達ヶ原の鬼密室	書下ろし本格巨編		歌野晶午|著	講談社	2000	4061821113	18cm	344	9 文学	913	0293		00182638
BK_20029630	QED	ベイカー街の問題		高田崇史|著	講談社	2000	4061821121	18cm	263	9 文学	913	0293		00716706
BK_20029631	悪意			東野圭吾|著	講談社	2000	4061821148	18cm	260	9 文学	913	0293		00150789
BK_20029671	海の伽耶琴	雑賀鉄砲衆がゆく	上	神坂次郎|著	講談社	2000	4062647133	15cm	290	9 文学	913	0193		00035714
BK_20029676	バラ迷宮			二階堂黎人|著	講談社	2000	4062647176	15cm	357	9 文学	913	0193		00315106
BK_20029677	ダブルダウン			岡嶋二人|著	講談社	2000	4062647559	15cm	391	9 文学	913	0193		00128579
BK_20029701	ペテルブルグ		下	アンドレイ・ベールイ|著;川端香男里|訳	講談社	2000	4061976966	16cm	317	9 文学	983	0197		00432842;00028532
BK_20029707	爆炎campusガードレス		3	あかほりさとる，あおしまたかし|著	集英社	2000	4086133741	15cm	237	9 文学	913	0193		00201998;00724794
BK_20029817	新選組事典			鈴木亨|編	中央公論新社	1999	4122035414	16cm	488	2 歴史	210	1121		00076149
BK_20029825	若者と現代宗教	失われた座標軸		井上順孝|著	筑摩書房	1999	4480058265	18cm	221	1 哲学	162	0214		00110975
BK_20029871	ゴシック小説をよむ			小池滋|著	岩波書店	1999	4000042483	19cm	196	9 文学	930	0397		00034223
BK_20029890	坊やはこうして作家になる			片岡義男|著	水魚書房;星雲社(発売)	2000	4434000322	20cm	380	9 文学	914	0095		00027435
BK_20029892	奇会新井白石とシドティ			垣花秀武|著	講談社	2000	4062095726	20cm	426	1 哲学	121	0023		00025033
BK_20029901	刀を秘めた中国人			金文学，金明学|著;蜂須賀光彦|訳	現代書館	1999	4768467512	20cm	205	3 社会科学	361	0030		00681917;00765926;00765927
BK_20029902	ウィーンの内部への旅	死に憑かれた都		ゲルハルト・ロート|著;須永恆雄|訳	彩流社	2000	4882025566	20cm	318	9 文学	944	0022		00797064;00797065
BK_20030025	金瓶梅		1	村上知行|訳	筑摩書房	1999	4480035419	15cm	334	9 文学	923	0197		00048634
BK_20030085	幸せ暮らしの歳時記			藤野邦夫|著	講談社	2000	4062647761	15cm	625	3 社会科学	386	0176		00144771
BK_20030094	安心報道	大震災と神戸児童殺傷事件をめぐって		林英夫|著	集英社	2000	4087200140	18cm	236	0 総記	070	0236		00797095
BK_20030164	越境記	五大陸走破行全記録	1	戸井十月|著	ビー・アール・サーカス;そしえて(発売)	1999	4881690507	22cm	369	9 文学	915	0095		00084480
BK_20030377	破産法			伊藤眞|著	有斐閣	2000	4641132240	22cm	513	3 社会科学	327	1032		00101287
BK_20031081	夢と修羅		第1部	吉開那津子|著	新日本出版社	1999	4406027009	20cm	419	9 文学	913	0093		00097404
BK_20031382	手にとるように心理学がわかる本	何があなたの心を動かすのか？		渋谷昌三|著	かんき出版	1999	4761257849	19cm	239	1 哲学	140	0011		00141238
BK_20031406	現代ヨーロッパの社会民主主義	自己改革と政権党への道		ドナルド・サスーン|編;細井雅夫，富山栄子|訳	日本経済評論社	1999	4818810789	20cm	281	3 社会科学	315	0031		00796779;00381612;00796780
BK_20031523	あぶないアルミニウム	もう始まっているアルミニウムの脳内蓄積		高橋滋也|著	三一書房	2000	4380992322	19cm	204	4 自然科学	493	0077		00107548
BK_20031528	｢発言力｣が面白いほど身につく本			檜谷芳彦|著	中経出版	1999	4806113085	19cm	207	3 社会科学	336	2034		00377800
BK_20031532	流通メガ・バトル	グローバル時代の小売経営戦略		野口智雄|著	日本経済新聞社	2000	453214809X	19cm	194	6 産業	675	3034		00176115
BK_20031640	Q&A成年後見制度解説			額田洋一，秦悟志|編	三省堂	2000	4385321256	21cm	254	3 社会科学	324	0032		00675495;00675494
BK_20031856	張家三代の興亡	孝文・作霖・学良の"見果てぬ夢"		古野直也|著	芙蓉書房出版	1999	4829502401	20cm	266	2 歴史	289	3021		00190577
BK_20031891	日本人への遺書			天本英世|著	徳間書店	2000	4198611246	20cm	245	7 芸術・美術	778	0095		00110042
BK_20032056	年金の教室	負担を分配する時代へ		高山憲之|著	PHP研究所	2000	4569608604	18cm	212	3 社会科学	364	0230		00114136
BK_20032101	楽茶碗			樂吉左衞門|責任編集	淡交社	2000	4473017044	21cm	161	7 芸術・美術	791	0376		00184206
BK_20032589	被写体			三浦友和|著	マガジンハウス	1999	4838711638	20cm	236	7 芸術・美術	778	0095		00747245
BK_20032814	塚田詰将棋代表作			塚田正夫|著	日本将棋連盟	1999	4819703498	19cm	337	7 芸術・美術	796	2276		00086225
BK_20032878	四国	淡路島・しまなみ海道			昭文社	2000	4398152261	21cm	431	2 歴史	291	0326		
BK_20032960	薬がやめられない	子どもの薬物依存と家族		小国綾子|著	青木書店	1999	4250990338	19cm	226	3 社会科学	368	0036		00798245
BK_20033143	徳田秋聲全集		第4巻	徳田秋聲|著	八木書店	1999	4840697043	22cm	422	9 文学	918	0393		00084651
BK_20033156	西国城主	傑作時代小説		野中信二|著	光文社	2000	4334729428	16cm	288	9 文学	913	0193		00428516
BK_20033314	スーツケース一杯の恐怖			柘植久慶|著	角川春樹事務所	1999	4894565250	16cm	268	9 文学	913	0193		00156123
BK_20033338	猟犬検事悪行	書下ろし長篇ネオ・ピカレスク		南英男|著	勁文社	2000	4766933990	18cm	249	9 文学	913	0293		00043503
BK_20033488	いつもクルマがいた	ポール・フレール自叙伝		ポール・フレール|著;小林彰太郎|訳	二玄社	1999	4544040639	20cm	318	2 歴史	289	0053		00439961;00033428
BK_20033497	批評の地勢図			J.ヒリス・ミラー|著;森田孟|訳	法政大学出版局	1999	4588006584	20cm	544	9 文学	901	1390		00471656;00047603
BK_20033504	ビル・ゲイツエジソン成功の共通ルール			サクセス・マガジン社，ケン・シェルトン|著;リチャード・H.モリタ|訳	フロンティア出版;イーハトーヴ出版(発売)	2000	4900779733	20cm	251	1 哲学	159	0034		00712066;00730559;00759919
BK_20033556	アジア華人企業グループの実力	徹底検証		朱炎|編著	ダイヤモンド社	2000	4478290407	22cm	578	3 社会科学	335	3034		00375038
BK_20033628	陰陽師鬼一法眼	長編伝奇小説	1之巻	藤木稟|著	光文社	2000	4334073735	18cm	246	9 文学	913	0293		00669895
BK_20033694	平野レミの作って幸せ・食べて幸せ			平野レミ|料理	主婦の友社	1999	4072251305	26cm	95	5 技術・工学	596	9477		00010994
BK_20033709	疫病神			黒川博行|著	新潮社	2000	4101370133	16cm	524	9 文学	913	0193		00143128
BK_20033861	後悔をした今が、幸運のはじまり			加藤諦三|著	三笠書房	2000	4837918190	19cm	219	1 哲学	159	0036		00028058
BK_20033882	株式投資入門の入門	株式市場の基礎知識から実践的な売買のノウハウまでやさしく解説		奥山泰全|著	東洋経済新報社	2000	4492731393	19cm	256	3 社会科学	338	3033		00798290
BK_20034013	新スカートの風	日韓=合わせ鏡の世界		呉善花|著	角川書店	2000	4041903041	15cm	213	3 社会科学	361	0195		00204013
BK_20034041	鉄の古代史		3	奥野正男|著	白水社	2000	4560022453	20cm	236	2 歴史	210	0021		00117552
BK_20034971	無限のパラドクス	数学から見た無限論の系譜		足立恒雄|著	講談社	2000	4062572788	18cm	256	4 自然科学	410	0241		00098767
BK_20034975	夢を夢で終わらせないためのペット・ケアの仕事と資格			東潔|著	同文舘出版	2000	4495553712	19cm	162	6 産業	645	2037		00252939
